Symbol,Timestamp,Best_Model,Best_Accuracy,XGBoost_Accuracy,RandomForest_Accuracy,LightGBM_Accuracy,Data_Points
PTBUSDT,2025-11-03T23:58:01.827935,random_forest,0.25925925925925924,,0.25925925925925924,,943
