Symbol,Timestamp,Best_Model,Best_Accuracy,XGBoost_Accuracy,RandomForest_Accuracy,LightGBM_Accuracy,Data_Points
MONUSDT,2025-11-04T00:22:12.129292,random_forest,0.6103896103896104,0.5714285714285714,0.6103896103896104,0.5844155844155844,381
