Symbol,Timestamp,Best_Model,Best_Accuracy,XGBoost_Accuracy,RandomForest_Accuracy,LightGBM_Accuracy,Data_Points
METUSDT,2025-11-03T23:57:48.811143,random_forest,0.45098039215686275,,0.45098039215686275,,507
