symbol,current_price,volume_24h,price_change_24h,volatility_score,volume_score,trend_score,overall_score,patterns,recommendation,timestamp
TAKEUSDT,0.25824,64087.0,-8.91005291005289,0.7873581878789646,11.739753974185469,0.47217928199342,65.8056602035053,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",WATCH,2025-11-04T00:18:55.401066
APEUSDT,0.3768,23548.0,-5.6348610067618266,0.7351445018772218,3.315002499659137,0.47079373265737884,65.62130815877923,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",WATCH,2025-11-04T00:18:49.806348
TRUMPUSDT,7.397,759342.68,-1.7140579325006566,2.7653017800356636,2.21573191246989,0.4634408123266556,63.72204071133901,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",WATCH,2025-11-04T00:18:51.363971
2ZUSDT,0.15578,39538.0,-14.02395275677465,0.057981960785094176,4.0467398452122,0.4194650306550299,62.56324649545587,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",WATCH,2025-11-04T00:18:57.809504
SBETUSDT,12.93,356.74,-7.642857142857141,0.0666144200626959,3.096372708415092,0.40838859726641946,62.36761520551647,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",WATCH,2025-11-04T00:18:52.791642
MONUSDT,0.04214,3598899.0,-0.636642301344037,3.260653047550762,1.5128395644556663,0.5667555728802235,60.245466244813414,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",WATCH,2025-11-04T00:18:57.901406
TSLAUSDT,469.35,177.64,1.7936149908909682,0.45128012646931054,1.833362123567686,0.531856343091193,55.324588476908644,"[{'type': 'RESISTANCE_BREAKOUT', 'confidence': 0.7, 'potential_move': np.float64(2.2091631298291503)}, {'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:52.767170
MSFTUSDT,520.42,40.730000000000004,1.0524271844660094,0.03749164817325994,1.964154186103609,0.5027403720668909,54.808824246893685,"[{'type': 'RESISTANCE_BREAKOUT', 'confidence': 0.7, 'potential_move': np.float64(0.10001923446816274)}, {'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:52.613273
0GUSDT,1.2364,6264213.0,27.306425041186166,6.8419304550140145,0.23234075494378387,0.4558332037127062,50.91428025864991,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:56.688549
NBUSDT,0.08071,1446630184.0,-3.468484631024993,5.397991473262378,0.3151645549072891,0.3614904419899685,50.575428808659396,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:19:00.407094
ZKUSDT,0.04932,30029062.0,-18.34437086092715,4.224779146762801,0.4722638553049445,0.4341736631675119,50.080449256688084,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:51.411583
ATUSDT,0.38927,268520428.0,-0.7192226274579827,5.517891792641947,0.10111089168049943,0.41914731475641315,49.9477305898591,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:59.288318
ZENUSDT,16.6,517347.3999999999,-3.8739938618333247,3.977621040094236,0.37704625542881753,0.498928660939963,49.681898893370146,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:19:00.433838
LABUSDT,0.15888,25582953.0,-31.702703864505878,5.755193678061526,0.11297310271963358,0.34439897362884175,49.28329153395775,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:59.254440
ATOMUSDT,2.656,17395.86,-10.542270124621078,1.3073793609340443,1.2433944668946224,0.42966467643735307,48.949376280495414,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:49.783641
XPLUSDT,0.2832,19092486.0,8.630609896432695,3.787753952403021,0.24950393593500608,0.5155617517955697,48.169536252470515,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:55.240399
ASTERUSDT,0.9681,636359292.55,-21.04876855325396,4.543753899288613,0.2319859346910344,0.40890146344465633,48.129150313669314,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:48.376039
42USDT,0.09047,4170321.0,-17.083677023187615,4.9170273199496055,0.2751099014674669,0.3042928171398014,47.58803731731951,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:59.274453
STBLUSDT,0.07277,13863167.0,-17.306818181818173,3.855906149376246,0.38683033791933574,0.4045634644792446,47.52729111690699,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:56.595654
ZECUSDT,414.62,35884.14,5.281600731298575,3.506700707615541,0.1787307618423868,0.5581565991668601,47.47054172460769,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:57.969567
CCUSDT,0.155,247304359.0,-8.120924718435084,4.334887050682639,0.16792483729565433,0.41634969265838645,47.01090337817219,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:19:00.426897
BLESSUSDT,0.03779,17759864.0,-3.052847614161114,5.024110845715933,0.014691594926037716,0.38795064055807676,46.97826129756971,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:56.695904
RVVUSDT,0.006669,7522640.0,-19.281045751633997,3.437753714866571,0.4444773292547263,0.36357134458811496,46.02946132890927,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:59.109943
BLUAIUSDT,0.01446,42442536.0,-24.134312696747116,4.273913824250523,0.07013545597658233,0.4108802408993261,45.74070085050391,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:59.211367
TURTLEUSDT,0.0992,14628498.0,-17.53948462177889,3.572885391204503,0.22258437871492473,0.42892798136095583,45.52305958798188,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:59.265719
APRUSDT,0.2867,4058856.0,-4.880395474602706,3.4814175822088247,0.03807970342111309,0.5135249333803026,45.09554844844366,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:59.163857
EVAAUSDT,4.845,157050.4,-23.095238095238102,4.452411040947555,0.07384824546044433,0.3480720112439942,45.057155802326996,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:57.816664
XPINUSDT,0.006186,10354774.0,2.9627163781624333,2.236412092300249,0.380955143364282,0.5173793951321485,44.866375613186534,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:56.542214
CLOUSDT,0.2852,130890.0,5.007363770250373,2.9531880158546233,0.010487512815897191,0.5393264082309833,44.750967340342505,"[{'type': 'RESISTANCE_BREAKOUT', 'confidence': 0.7, 'potential_move': np.float64(0.45438657811953664)}, {'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:59.097447
INJUSDT,6.967,7984.6,-8.341007762136565,0.9219336349690629,0.8937663497734958,0.44534593703495284,44.6103831433412,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:49.991506
BUSDT,0.1857,213787.0,4.325842696629212,2.233795817030515,0.29448607784102143,0.5468901312540507,44.58405085458278,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:52.583473
KGENUSDT,0.25587,332137.0,-3.288354688740236,3.523378151441609,0.0,0.5006209690491343,44.582553835307515,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:57.827434
4USDT,0.05855,147095129.0,-30.685450455783126,7.370578224108813,0.1464548066692033,0.2565523541957144,44.48386047827988,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:57.871733
APTUSDT,2.902,45776.1,-12.22020568663037,2.055061351376707,0.610154717803443,0.4087940152682541,44.44261153752963,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:49.999799
EDENUSDT,0.1088,5311608.0,-7.0879590093936855,2.825085104045948,0.261526827989083,0.4606195874904228,44.30291534183713,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:57.802778
LINKUSDT,15.667,186399.38,-8.769580154894307,2.333803065044846,0.40778443316834945,0.4605207715147237,44.289668957112504,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:49.840327
YBUSDT,0.5563,1254002.0,-4.72683678712108,3.358384279807732,0.06223908296495979,0.4336710120812051,43.370963910696894,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:57.865684
TRADOORUSDT,2.107,382.0,-11.47058823529411,0.1730346247028384,1.0471204188481675,0.4086488035999724,43.16328413458964,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:56.558018
COAIUSDT,1.265,13366585.0,2.1809369951534707,11.832221579840867,0.5828238097762541,0.5818303047328461,42.96817945289686,"[{'type': 'RESISTANCE_BREAKOUT', 'confidence': 0.7, 'potential_move': np.float64(2.688573562359964)}, {'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:57.844957
HYPEUSDT,40.1505,805467.65,-4.0219443979633285,2.3944378007835505,0.23215972205586324,0.4655694763158624,42.81630014922653,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:48.668531
PUMPUSDT,0.00388,1770387315.0,-9.430438842203536,3.153789338718941,0.07518874591761172,0.42541199191074824,42.721495313547905,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:52.591871
RIVERUSDT,7.382,138701.4,-3.5158802770879682,2.7670682581748163,0.03820229038983462,0.4984802594411078,42.65283286724495,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:59.120043
AIAUSDT,1.1693,36017.0,-3.147519257848097,3.3383166189518207,0.02003036862339676,0.4214387182593522,42.64402790827647,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:56.586558
METUSDT,0.3714,2599559.0,-7.886904761904756,2.852440103997968,0.03841686507878624,0.4742788502186171,42.42706596715411,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:57.836252
ENSOUSDT,1.084,737781.4000000001,-14.104595879556259,2.7995217797486798,0.20493051714454225,0.39580387631691055,42.36394803702967,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:59.090836
UNIUSDT,5.263,38164.0,-8.40584754611905,1.907136588436116,0.3267795871684549,0.46313566622487784,42.25191896149045,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:49.815588
FARTCOINUSDT,0.2741,4588969.6,-15.894446149125496,3.37153157110543,0.08827165264868773,0.3618016666648363,42.23334457309989,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:51.460548
SUIUSDT,2.1042,1216219.0000000002,-9.125458864176206,2.036190997594568,0.30597041306065975,0.44793572885819377,42.12699170055417,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:51.141884
GIGGLEUSDT,68.19,184967.49,-18.792425866380857,9.57032596357552,0.02038040436949755,0.5293314210343746,42.07945457365591,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:57.858634
OPUSDT,0.3608,194291.8,-11.935562606785455,1.3843170344161924,0.5352456408409584,0.4222069202921796,41.94954591750175,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:49.978353
ENAUSDT,0.3404,1724678.0,-7.625508819538673,2.158632329423402,0.2534237032756094,0.4466190921525262,41.942515864076825,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:51.443294
DAMUSDT,0.03036,594278.0,-16.432700247729148,1.434983194083935,0.5684208400782125,0.39252026363041587,41.83956325564225,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:54.102618
ESPORTSUSDT,0.2182,32573.0,3.0703826169107273,2.2261591634922118,0.03650324123607527,0.532868323108104,41.700876364999466,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:18:54.081825
SQDUSDT,0.07748,804772.0,-8.932769158439125,3.0039126980830515,0.0,0.42461016757852105,41.50394144581957,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:56.605641
COMMONUSDT,0.009386,2913604.0,-15.911127038165207,3.0103498092886602,0.10343906686677425,0.37061277618268673,41.47769562018746,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:18:59.129209
