Symbol,Timestamp,Best_Model,Best_Accuracy,XGBoost_Accuracy,RandomForest_Accuracy,LightGBM_Accuracy,Data_Points
0GUSDT,2025-11-04T00:22:22.099117,xgboost,0.48344370860927155,0.48344370860927155,0.41721854304635764,0.4503311258278146,753
