Symbol,Timestamp,Best_Model,Best_Accuracy,XGBoost_Accuracy,RandomForest_Accuracy,LightGBM_Accuracy,Data_Points
SBETUSDT,2025-11-04T00:09:29.888154,random_forest,0.7391304347826086,,0.7391304347826086,,226
