Symbol,Timestamp,Best_Model,Best_Accuracy,XGBoost_Accuracy,RandomForest_Accuracy,LightGBM_Accuracy,Data_Points
WLFIUSDT,2025-11-03T23:57:51.555214,random_forest,0.4789473684210526,,0.4789473684210526,,950
