symbol,current_price,volume_24h,price_change_24h,volatility_score,volume_score,trend_score,overall_score,patterns,recommendation,timestamp
TAKEUSDT,0.25824,47591.0,-8.91005291005289,0.7873581878789646,7.612008118505953,0.47217928199342,65.8056602035053,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",WATCH,2025-11-04T00:09:19.800754
SBETUSDT,12.93,356.74,-7.642857142857141,0.0666144200626959,3.096372708415092,0.40838859726641946,62.36761520551647,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",WATCH,2025-11-04T00:09:17.292655
TRUMPUSDT,7.38,720203.43,-1.9399415360085048,2.753916515446233,1.1665537897259652,0.46083241574013106,53.14393575840097,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:15.802798
0GUSDT,1.228,6255593.0,26.441515650741355,6.842483705651306,0.20509460197582602,0.4481682501382444,50.486859905569226,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:21.084106
MONUSDT,0.04165,3447493.0,-1.7920301815609663,3.108010595220993,0.5980639510562644,0.5524106839409629,50.35288497504489,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:09:22.369047
ATUSDT,0.38678,268294264.0,-1.3542809048942783,5.51817293955819,0.049707874292669346,0.4119271999404794,49.29014156041085,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:23.771549
ZKUSDT,0.04875,29881047.0,-19.28807947019867,4.205629480532842,0.3733577646796385,0.42062027286904663,48.762871545775845,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:15.834331
NBUSDT,0.0807,1440308925.0,-3.4804449228561296,5.385606962007938,0.13416801847211932,0.3613563278295724,48.72562762733645,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:24.889904
LABUSDT,0.15632,25524882.0,-32.80316382237889,5.756677967782512,0.056006604773958794,0.32685448027541614,48.36718955659545,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:23.581182
ZENUSDT,16.542,515363.8999999999,-4.209855810990771,3.927301663203285,0.1968869131486909,0.4948091268429425,47.64695665795561,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:24.897439
XPLUSDT,0.2816,19033744.0,8.016877637130815,3.7686640865838115,0.1823215383769947,0.5087441368738498,47.304090380998375,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:19.778942
ASTERUSDT,0.9609,633810626.11,-21.63594845865274,4.54370568630215,0.13607114153621708,0.40049162473426336,47.001660968953885,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:13.240785
BLESSUSDT,0.03796,17754608.0,-2.616726526423807,5.007895883154543,0.00805519889802352,0.39285723753741353,46.96138438919214,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:21.070454
42USDT,0.09041,4156685.0,-17.138667399871686,4.917074633975744,0.20347981753235114,0.30360017033802006,46.858025484011144,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:23.761035
ZECUSDT,411.18,35760.64599999999,4.408105225737646,3.476605499242836,0.10429697592957475,0.5479877729861541,46.43254171674734,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:09:22.314131
CCUSDT,0.1512,247049372.0,-10.373443983402487,4.340724224261748,0.11189359460527193,0.38820607554128334,45.90523012966363,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:24.905768
STBLUSDT,0.07288,13739221.0,-17.181818181818176,3.831801776803804,0.19499133045684847,0.4062386869468655,45.570092373917205,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:21.056041
RVVUSDT,0.006689,7498160.0,-19.03897361413702,3.3941859915260864,0.37572421613894147,0.36682367443403613,45.2762736246484,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:23.607387
EVAAUSDT,4.899,157007.30000000002,-22.238095238095234,4.395864465763512,0.06831828206242656,0.36004631841371326,45.07170258618907,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:22.383080
BLUAIUSDT,0.01433,42354029.0,-24.816369359916056,4.2610863694434125,0.025884682437753978,0.4007269171922774,45.05664427655333,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:23.617068
APRUSDT,0.28723,4053750.0,-4.704555256958964,3.4527554362534243,0.010588966060017267,0.5157008573324288,44.778173116009015,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:09:23.598557
CLOUSDT,0.2874,130848.0,5.8173784977908705,2.9146185908896864,0.003914537810520712,0.5484726946598202,44.75245504397067,"[{'type': 'RESISTANCE_BREAKOUT', 'confidence': 0.7, 'potential_move': np.float64(0.45438657811953664)}, {'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:09:23.741067
KGENUSDT,0.25587,332137.0,-3.288354688740236,3.523378151441609,0.0,0.5006209690491343,44.582553835307515,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:09:22.296264
4USDT,0.05906,146451462.0,-30.081685805611457,7.306220681821634,0.05532567549150961,0.2655726469968666,43.94604764938752,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:22.329147
TURTLEUSDT,0.0991,14487390.0,-17.622610141313388,3.5729565965689116,0.024298093944624816,0.42778310938899416,43.517512916932866,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:23.646339
BUSDT,0.1873,212647.0,5.224719101123587,2.217111712988178,0.17028616922464504,0.557194773225242,43.49809229571583,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:09:17.055982
YBUSDT,0.557,1253640.0,-4.606953245418721,3.35834361616416,0.05632357533401142,0.43509469983403354,43.340160598513265,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:22.376403
TRADOORUSDT,2.107,382.0,-11.47058823529411,0.1730346247028384,1.0471204188481675,0.4086488035999724,43.16328413458964,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:21.063177
TSLAUSDT,468.2,166.49,1.5442005725687435,0.43640984247752984,0.5870046763475264,0.5289559368183689,42.75839502727523,"[{'type': 'RESISTANCE_BREAKOUT', 'confidence': 0.7, 'potential_move': np.float64(1.9044509739906346)}, {'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:09:17.078786
XPINUSDT,0.006176,10250984.0,2.796271637816239,2.2186430910957915,0.1765795702580072,0.5154700790748541,42.73112655736453,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:09:21.010757
COAIUSDT,1.35,13167622.0,9.04684975767367,11.448236804551744,0.2853355596634447,0.6527440169312885,42.56352552160499,"[{'type': 'RESISTANCE_BREAKOUT', 'confidence': 0.7, 'potential_move': np.float64(2.688573562359964)}, {'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:09:22.335956
PUMPUSDT,0.00388,1768738338.0,-9.430438842203536,3.146057379956055,0.05583634147056326,0.42541199191074824,42.504775392788765,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:17.231532
RIVERUSDT,7.335,138687.2,-4.130179061560579,2.7489020523834307,0.03324738889131669,0.4910266982242128,42.39971401054772,"[{'type': 'UPTREND', 'confidence': 0.6, 'potential_move': 5.0}]",NEUTRAL,2025-11-04T00:09:23.752065
AIAUSDT,1.1689,35986.0,-3.180651039509652,3.323778006106528,0.0,0.4210592597540548,42.39251921340068,"[{'type': 'DOWNTREND', 'confidence': 0.6, 'potential_move': -3.0}]",NEUTRAL,2025-11-04T00:09:21.041956
