Symbol,Timestamp,Best_Model,Best_Accuracy,XGBoost_Accuracy,RandomForest_Accuracy,LightGBM_Accuracy,Data_Points
APEUSDT,2025-11-03T23:58:12.086310,random_forest,0.6368421052631579,,0.6368421052631579,,950
